2024-01-13 16:39:31.960  INFO 29748 --- [main] com.shreyas.demo.DemoApplicationTests    : Starting DemoApplicationTests using Java 17.0.9 on LAPTOP-JSA6326C with PID 29748 (started by Shreyas in F:\JAVA PROJ - Copy\demo\backend)
2024-01-13 16:39:31.963 DEBUG 29748 --- [main] com.shreyas.demo.DemoApplicationTests    : Running with Spring Boot v2.6.4, Spring v5.3.16
2024-01-13 16:39:33.364 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor'
2024-01-13 16:39:33.367 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'healthEndpointGroupsBeanPostProcessor'
2024-01-13 16:39:33.375 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'meterRegistryPostProcessor'
2024-01-13 16:39:33.377 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'meterRegistryPostProcessor' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@1ac85b0c'
2024-01-13 16:39:33.381 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'metricsRepositoryMethodInvocationListenerBeanPostProcessor'
2024-01-13 16:39:33.385 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'projectingArgumentResolverBeanPostProcessor'
2024-01-13 16:39:33.417 DEBUG 29748 --- [main] o.s.u.c.s.UiApplicationContextUtils      : Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@36baa049]
2024-01-13 16:39:33.418 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'demoApplication'
2024-01-13 16:39:33.425 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'taskController'
2024-01-13 16:39:33.435 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'taskService'
2024-01-13 16:39:33.439 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'taskRepository'
2024-01-13 16:39:33.468 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoTemplate'
2024-01-13 16:39:33.469 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.data.mongo.MongoDatabaseFactoryDependentConfiguration'
2024-01-13 16:39:33.469 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.data.mongodb-org.springframework.boot.autoconfigure.mongo.MongoProperties'
2024-01-13 16:39:33.474 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties'
2024-01-13 16:39:33.499 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.data.mongo.MongoDatabaseFactoryDependentConfiguration' via constructor to bean named 'spring.data.mongodb-org.springframework.boot.autoconfigure.mongo.MongoProperties'
2024-01-13 16:39:33.502 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoDatabaseFactory'
2024-01-13 16:39:33.503 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.data.mongo.MongoDatabaseFactoryConfiguration'
2024-01-13 16:39:33.505 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongo'
2024-01-13 16:39:33.506 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.mongo.MongoAutoConfiguration'
2024-01-13 16:39:33.508 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoClientSettings'
2024-01-13 16:39:33.508 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.mongo.MongoAutoConfiguration$MongoClientSettingsConfiguration'
2024-01-13 16:39:33.570 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongo' via factory method to bean named 'mongoClientSettings'
2024-01-13 16:39:33.573 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoMetricsConnectionPoolListenerClientSettingsBuilderCustomizer'
2024-01-13 16:39:33.573 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.mongo.MongoMetricsAutoConfiguration$MongoConnectionPoolMetricsConfiguration'
2024-01-13 16:39:33.577 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoMetricsConnectionPoolListener'
2024-01-13 16:39:33.578 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'simpleMeterRegistry'
2024-01-13 16:39:33.579 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleMetricsExportAutoConfiguration'
2024-01-13 16:39:33.582 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'simpleConfig'
2024-01-13 16:39:33.583 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'management.metrics.export.simple-org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleProperties'
2024-01-13 16:39:33.585 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'simpleConfig' via factory method to bean named 'management.metrics.export.simple-org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleProperties'
2024-01-13 16:39:33.591 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'micrometerClock'
2024-01-13 16:39:33.592 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.MetricsAutoConfiguration'
2024-01-13 16:39:33.598 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'simpleMeterRegistry' via factory method to bean named 'simpleConfig'
2024-01-13 16:39:33.599 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'simpleMeterRegistry' via factory method to bean named 'micrometerClock'
2024-01-13 16:39:33.619 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
2024-01-13 16:39:33.635 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'propertiesMeterFilter'
2024-01-13 16:39:33.635 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'propertiesMeterFilter' via factory method to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
2024-01-13 16:39:33.641 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'metricsHttpClientUriTagFilter'
2024-01-13 16:39:33.641 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.web.client.HttpClientMetricsAutoConfiguration'
2024-01-13 16:39:33.643 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'metricsHttpClientUriTagFilter' via factory method to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
2024-01-13 16:39:33.648 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'metricsHttpServerUriTagFilter'
2024-01-13 16:39:33.649 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration'
2024-01-13 16:39:33.649 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration' via constructor to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
2024-01-13 16:39:33.655 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jvmGcMetrics'
2024-01-13 16:39:33.655 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.JvmMetricsAutoConfiguration'
2024-01-13 16:39:33.659 DEBUG 29748 --- [main] i.m.c.u.i.logging.InternalLoggerFactory  : Using SLF4J as the default logging framework
2024-01-13 16:39:33.674 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jvmHeapPressureMetrics'
2024-01-13 16:39:33.682 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jvmMemoryMetrics'
2024-01-13 16:39:33.685 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jvmThreadMetrics'
2024-01-13 16:39:33.688 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'classLoaderMetrics'
2024-01-13 16:39:33.690 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'logbackMetrics'
2024-01-13 16:39:33.690 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.LogbackMetricsAutoConfiguration'
2024-01-13 16:39:33.694 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'uptimeMetrics'
2024-01-13 16:39:33.694 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.SystemMetricsAutoConfiguration'
2024-01-13 16:39:33.697 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'processorMetrics'
2024-01-13 16:39:33.701 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'fileDescriptorMetrics'
2024-01-13 16:39:33.704 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'diskSpaceMetrics'
2024-01-13 16:39:33.705 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'diskSpaceMetrics' via factory method to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
2024-01-13 16:39:33.738 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoConnectionPoolTagsProvider'
2024-01-13 16:39:33.741 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMetricsConnectionPoolListener' via factory method to bean named 'simpleMeterRegistry'
2024-01-13 16:39:33.742 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMetricsConnectionPoolListener' via factory method to bean named 'mongoConnectionPoolTagsProvider'
2024-01-13 16:39:33.748 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMetricsConnectionPoolListenerClientSettingsBuilderCustomizer' via factory method to bean named 'mongoMetricsConnectionPoolListener'
2024-01-13 16:39:33.752 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoMetricsCommandListenerClientSettingsBuilderCustomizer'
2024-01-13 16:39:33.752 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.mongo.MongoMetricsAutoConfiguration$MongoCommandMetricsConfiguration'
2024-01-13 16:39:33.755 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoMetricsCommandListener'
2024-01-13 16:39:33.756 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoCommandTagsProvider'
2024-01-13 16:39:33.761 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMetricsCommandListener' via factory method to bean named 'simpleMeterRegistry'
2024-01-13 16:39:33.761 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMetricsCommandListener' via factory method to bean named 'mongoCommandTagsProvider'
2024-01-13 16:39:33.765 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMetricsCommandListenerClientSettingsBuilderCustomizer' via factory method to bean named 'mongoMetricsCommandListener'
2024-01-13 16:39:33.767 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoPropertiesCustomizer'
2024-01-13 16:39:33.768 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoPropertiesCustomizer' via factory method to bean named 'spring.data.mongodb-org.springframework.boot.autoconfigure.mongo.MongoProperties'
2024-01-13 16:39:33.768 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoPropertiesCustomizer' via factory method to bean named 'environment'
2024-01-13 16:39:38.911  INFO 29748 --- [main] org.mongodb.driver.cluster               : Cluster created with settings {hosts=[127.0.0.1:27017], srvHost=KaiburrTasks.vjbob4d.mongodb.net, mode=MULTIPLE, requiredClusterType=REPLICA_SET, serverSelectionTimeout='30000 ms', requiredReplicaSetName='atlas-9e0dz0-shard-0'}
2024-01-13 16:39:38.920 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoDatabaseFactory' via factory method to bean named 'mongo'
2024-01-13 16:39:38.920 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoDatabaseFactory' via factory method to bean named 'spring.data.mongodb-org.springframework.boot.autoconfigure.mongo.MongoProperties'
2024-01-13 16:39:38.925 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mappingMongoConverter'
2024-01-13 16:39:38.926 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoMappingContext'
2024-01-13 16:39:38.926 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.data.mongo.MongoDataConfiguration'
2024-01-13 16:39:38.927 DEBUG 29748 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoCustomConversions'
2024-01-13 16:39:38.995 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.Character to class java.lang.String as writing converter.
2024-01-13 16:39:38.995 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Locale to class java.lang.String as writing converter.
2024-01-13 16:39:38.996 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.math.BigDecimal to class java.lang.String as writing converter.
2024-01-13 16:39:38.996 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.math.BigDecimal to class org.bson.types.Decimal128 as writing converter.
2024-01-13 16:39:38.996 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.math.BigDecimal as reading converter.
2024-01-13 16:39:38.996 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.types.Decimal128 to class java.math.BigDecimal as reading converter.
2024-01-13 16:39:38.996 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.math.BigInteger to class java.lang.String as writing converter.
2024-01-13 16:39:38.996 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.math.BigInteger as reading converter.
2024-01-13 16:39:38.997 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.net.URL to class java.lang.String as writing converter.
2024-01-13 16:39:38.997 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.net.URL as reading converter.
2024-01-13 16:39:38.997 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class java.lang.String as reading converter.
2024-01-13 16:39:38.997 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.query.Term to class java.lang.String as writing converter.
2024-01-13 16:39:38.998 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.script.NamedMongoScript to class org.bson.Document as writing converter.
2024-01-13 16:39:38.998 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.script.NamedMongoScript as reading converter.
2024-01-13 16:39:38.999 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Currency to class java.lang.String as writing converter.
2024-01-13 16:39:38.999 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.util.Currency as reading converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.util.concurrent.atomic.AtomicInteger to class java.lang.Integer as writing converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.util.concurrent.atomic.AtomicLong to class java.lang.Long as writing converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.Long to class java.util.concurrent.atomic.AtomicLong as reading converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.Integer to class java.util.concurrent.atomic.AtomicInteger as reading converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.types.Binary to class [B as reading converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.BsonTimestamp to class java.time.Instant as reading converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.net.URI to class java.lang.String as writing converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.net.URI as reading converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Box to class org.bson.Document as writing converter.
2024-01-13 16:39:39.000 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Polygon to class org.bson.Document as writing converter.
2024-01-13 16:39:39.001 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Circle to class org.bson.Document as writing converter.
2024-01-13 16:39:39.001 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.geo.Sphere to class org.bson.Document as writing converter.
2024-01-13 16:39:39.001 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.geo.Box as reading converter.
2024-01-13 16:39:39.001 DEBUG 29748 --- [main] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.geo.Polygon as reading converter.
